0,20:37:13.634333,[ 2394,4052,5000,5000,5000 ]
1,20:37:13.655337,[ 2394,4052,5000,5000,5000 ]
2,20:37:13.668340,[ 2394,4052,5000,5000,5000 ]
3,20:37:13.681343,[ 2394,4052,5000,5000,5000 ]
4,20:37:13.695346,[ 2394,4052,5000,5000,5000 ]
5,20:37:13.708396,[ 2394,4052,5000,5000,5000 ]
6,20:37:13.722399,[ 2394,4052,5000,5000,5000 ]
7,20:37:13.734404,[ 2394,4052,5000,5000,5000 ]
8,20:37:13.747818,[ 2394,4052,5000,5000,5000 ]
9,20:37:13.762049,[ 2394,4052,5000,5000,5000 ]
10,20:37:13.775052,[ 2394,4052,5000,5000,5000 ]
11,20:37:13.788014,[ 2394,4052,5000,5000,5000 ]
12,20:37:13.801040,[ 2394,4052,5000,5000,5000 ]
13,20:37:13.814770,[ 2394,4052,5000,5000,5000 ]
14,20:37:13.827773,[ 2394,4052,5000,5000,5000 ]
15,20:37:13.840776,[ 2394,4052,5000,5000,5000 ]
16,20:37:13.854779,[ 2394,4052,5000,5000,5000 ]
17,20:37:13.867786,[ 2394,4052,5000,5000,5000 ]
18,20:37:13.881805,[ 2394,4052,5000,5000,5000 ]
19,20:37:13.894618,[ 2394,4052,5000,5000,5000 ]
20,20:37:13.910622,[ 2394,4052,5000,5000,5000 ]
21,20:37:13.926625,[ 2394,4052,5000,5000,5000 ]
22,20:37:13.942628,[ 2394,4052,5000,5000,5000 ]
23,20:37:13.954862,[ 2394,4052,5000,5000,5000 ]
24,20:37:13.968865,[ 2394,4052,5000,5000,5000 ]
25,20:37:13.980867,[ 2394,4052,5000,5000,5000 ]
26,20:37:13.994871,[ 2394,4052,5000,5000,5000 ]
27,20:37:14.008880,[ 2394,4052,5000,5000,5000 ]
28,20:37:14.021088,[ 2394,4052,5000,5000,5000 ]
29,20:37:14.034913,[ 2394,4052,5000,5000,5000 ]
30,20:37:14.048925,[ 2394,4052,5000,5000,5000 ]
31,20:37:14.061853,[ 2394,4052,5000,5000,5000 ]
32,20:37:14.075855,[ 2394,4052,5000,5000,5000 ]
33,20:37:14.088451,[ 2394,4052,5000,5000,5000 ]
34,20:37:14.101905,[ 2394,4052,5000,5000,5000 ]
35,20:37:14.114871,[ 2394,4052,5000,5000,5000 ]
36,20:37:14.129235,[ 2394,4052,5000,5000,5000 ]
37,20:37:14.141902,[ 2394,4052,5000,5000,5000 ]
38,20:37:14.155461,[ 2394,4052,5000,5000,5000 ]
39,20:37:14.168464,[ 2394,4052,5000,5000,5000 ]
40,20:37:14.182467,[ 2394,4052,5000,5000,5000 ]
41,20:37:14.195470,[ 2394,4052,5000,5000,5000 ]
42,20:37:14.209474,[ 2394,4052,5000,5000,5000 ]
43,20:37:14.229478,[ 2394,4052,5000,5000,5000 ]
44,20:37:14.246482,[ 737,1417,5000,5000,5000 ]
45,20:37:14.265487,[ 737,1408,5000,5000,5000 ]
46,20:37:14.281488,[ 737,1408,5000,5000,5000 ]
47,20:37:14.299494,[ 2394,1381,5000,5000,5000 ]
48,20:37:14.330650,[ 2394,1381,5000,5000,5000 ]
49,20:37:14.350655,[ 2394,1381,5000,5000,5000 ]
50,20:37:14.367659,[ 2394,1368,5000,5000,5000 ]
51,20:37:14.382662,[ 2394,1368,5000,5000,5000 ]
52,20:37:14.396666,[ 2394,1368,5000,5000,5000 ]
53,20:37:14.408668,[ 2394,1368,5000,5000,5000 ]
54,20:37:14.421671,[ 2394,1368,5000,5000,5000 ]
55,20:37:14.437675,[ 2394,4051,5000,5000,5000 ]
56,20:37:14.452679,[ 2394,4051,5000,5000,5000 ]
57,20:37:14.464681,[ 2394,4051,5000,5000,5000 ]
58,20:37:14.477684,[ 2394,4051,5000,5000,5000 ]
59,20:37:14.490687,[ 2394,4051,5000,5000,5000 ]
60,20:37:14.508691,[ 2394,4051,5000,5000,5000 ]
61,20:37:14.522200,[ 2394,4051,5000,5000,5000 ]
62,20:37:14.536205,[ 2394,4051,5000,5000,5000 ]
63,20:37:14.553208,[ 2394,4051,5000,5000,5000 ]
64,20:37:14.567212,[ 2394,4051,5000,5000,5000 ]
65,20:37:14.587216,[ 2394,4051,5000,5000,5000 ]
66,20:37:14.603220,[ 2394,4051,5000,5000,5000 ]
67,20:37:14.619223,[ 2394,4050,5000,5000,5000 ]
68,20:37:14.633226,[ 2394,4050,5000,5000,5000 ]
69,20:37:14.647230,[ 2394,4040,5000,5000,5000 ]
70,20:37:14.663233,[ 2394,4040,5000,5000,5000 ]
71,20:37:14.681237,[ 2394,4052,5000,5000,5000 ]
72,20:37:14.696241,[ 2394,4052,5000,5000,5000 ]
73,20:37:14.713244,[ 2394,4052,5000,5000,5000 ]
74,20:37:14.734249,[ 2394,4052,5000,5000,5000 ]
75,20:37:14.750253,[ 2394,4052,5000,5000,5000 ]
76,20:37:14.770258,[ 2394,4052,5000,5000,5000 ]
77,20:37:14.787261,[ 2394,4052,5000,5000,5000 ]
78,20:37:14.805264,[ 2394,4052,5000,5000,5000 ]
79,20:37:14.819269,[ 2394,4052,5000,5000,5000 ]
80,20:37:14.838273,[ 2394,4052,5000,5000,5000 ]
81,20:37:14.853276,[ 2394,4052,5000,5000,5000 ]
82,20:37:14.866278,[ 2394,4052,5000,5000,5000 ]
83,20:37:14.885283,[ 2394,4052,5000,5000,5000 ]
84,20:37:14.900287,[ 2394,4052,5000,5000,5000 ]
85,20:37:14.918292,[ 2394,4052,5000,5000,5000 ]
86,20:37:14.934294,[ 2394,4052,5000,5000,5000 ]
87,20:37:14.951298,[ 2394,4052,5000,5000,5000 ]
88,20:37:14.970302,[ 2394,4052,5000,5000,5000 ]
89,20:37:14.987306,[ 2394,4052,5000,5000,5000 ]
90,20:37:15.004310,[ 2394,4052,5000,5000,5000 ]
91,20:37:15.020314,[ 2394,4052,5000,5000,5000 ]
92,20:37:15.034316,[ 2394,4052,5000,5000,5000 ]
93,20:37:15.049320,[ 2394,4052,5000,5000,5000 ]
94,20:37:15.063324,[ 2394,4052,5000,5000,5000 ]
95,20:37:15.079327,[ 2394,4052,5000,5000,4979 ]
96,20:37:15.093331,[ 2394,4052,5000,5000,4979 ]
97,20:37:15.106332,[ 2394,4052,5000,5000,4951 ]
98,20:37:15.122337,[ 2394,4052,5000,5000,4951 ]
